theme,executor,category,theme_id,executor_id,category_id
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Некачественное восстановление дворовой территории после разрытий,Префектура Железнодорожного района,Дворовая территория,27,7,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Вопросы / предложения по застройке новых (планируемых) социальных объектов,Администрация Старожиловского муниципального района Рязанской области,Строительство,36,21,11
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Социальная поддержка льготных категорий граждан,Министерство труда и социальной защиты населения Рязанской области,Социальная защита,28,13,9
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
Ямы и выбоины во дворах,Управление энергетики и жилищно-коммунального хозяйства,Дворовая территория,6,1,0
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Переселение из аварийного жилищного фонда,Администрация муниципального образования - городской округ город Скопин Рязанской области,Права дольщиков и вопросы переселения,22,20,6
Предоставление коммунальных услуг ненадлежащего качества,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,21,1,5
Ненадлежащий уход за зелеными насаждениями,Управление благоустройства города,Парки,4,0,12
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Вопросы / предложения по застройке новых (планируемых) социальных объектов,Администрация Старожиловского муниципального района Рязанской области,Строительство,36,21,11
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Неубранная дворовая территория (мусор/снег),Префектура Железнодорожного района,Дворовая территория,32,7,0
Неубранная дворовая территория (мусор/снег),Префектура Железнодорожного района,Дворовая территория,32,7,0
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
Вопросы / предложения по застройке новых (планируемых) социальных объектов,Администрация Старожиловского муниципального района Рязанской области,Строительство,36,21,11
Предоставление коммунальных услуг ненадлежащего качества,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,21,1,5
Не работает уличное освещение,Администрация Старожиловского муниципального района Рязанской области,Городская территория,2,21,2
Неубранная территория (мусор/снег),Администрация Старожиловского муниципального района Рязанской области,Городская территория,17,21,2
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Повреждение или отсутствие тротуаров,Управление благоустройства города,Дороги,7,0,1
Некачественное содержание инфраструктуры в парках,Управление благоустройства города,Парки,37,0,12
Повреждение или отсутствие дорожного покрытия,Управление благоустройства города,Дороги,9,0,1
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Перебои/Отсутствие газоснабжения,Администрация Клепиковского муниципального района Рязанской области,Многоквартирные дома,30,15,5
Перебои/Отсутствие теплоснабжения,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,13,1,5
Вопросы / предложения по застройке новых (планируемых) социальных объектов,Управление капитального строительства,Строительство,36,8,11
Перебои/Отсутствие теплоснабжения,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,13,1,5
Неисправность работы канализации,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,20,1,5
"Условия для массового отдыха, свободный доступ к водным объектам общего пользования и их береговым полосам",Управление благоустройства города,Городская территория,31,0,2
Оплата жилищно-коммунальных услуг,Администрация Рязанского муниципального района,Многоквартирные дома,23,17,5
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Повреждение или отсутствие дорожного покрытия,Администрация Клепиковского муниципального района Рязанской области,Дороги,9,15,1
Переселение из аварийного жилищного фонда,Администрация Рязанского муниципального района,Права дольщиков и вопросы переселения,22,17,6
Вопросы / предложения по застройке новых (планируемых) социальных объектов,Управление капитального строительства,Строительство,36,8,11
Иные вопросы и предложения транспортного обслуживания,Управление транспорта,Общественный транспорт,29,16,10
Социальная поддержка льготных категорий граждан,Министерство труда и социальной защиты населения Рязанской области,Социальная защита,28,13,9
Не работает информационное электронное табло,Управление благоустройства города,Остановки общественного транспорта,39,0,3
Не работает информационное электронное табло,Управление благоустройства города,Остановки общественного транспорта,39,0,3
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Перебои/Отсутствие газоснабжения,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,30,1,5
Проблемы свободного проезда и прохода для транспорта и пешеходов,Префектура Советского района,Дворовая территория,0,3,0
Предоставление коммунальных услуг ненадлежащего качества,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,21,1,5
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Иные вопросы и предложения транспортного обслуживания,Управление транспорта,Общественный транспорт,29,16,10
Низкий уровень материально-технического обеспечения поликлиник,Министерство здравоохранения  Рязанской области,"Здравоохранение, поликлиники",26,11,8
Переселение из аварийного жилищного фонда,Управление капитального строительства,Права дольщиков и вопросы переселения,22,8,6
Перебои/Отсутствие теплоснабжения,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,13,1,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Иные вопросы и предложения транспортного обслуживания,Управление транспорта,Общественный транспорт,29,16,10
Предоставление коммунальных услуг ненадлежащего качества,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,21,1,5
Некачественное содержание детской площадки,Управление энергетики и жилищно-коммунального хозяйства,Дворовая территория,34,1,0
Некачественное содержание детской площадки,Управление энергетики и жилищно-коммунального хозяйства,Дворовая территория,34,1,0
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Повреждение или отсутствие дорожного покрытия,Управление благоустройства города,Дороги,9,0,1
Некачественное содержание ливнёвой канализации,Управление благоустройства города,Дороги,38,0,1
Неисправный светофор,Управление благоустройства города,Дороги,5,0,1
Перебои/Отсутствие теплоснабжения,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,13,1,5
Перебои/Отсутствие теплоснабжения,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,13,1,5
Повреждение или отсутствие дорожных знаков или дорожной разметки,Управление благоустройства города,Дороги,1,0,1
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Повреждение или отсутствие дорожного покрытия,Управление благоустройства города,Дороги,9,0,1
Неисправный светофор,Управление благоустройства города,Дороги,5,0,1
Неубранная дворовая территория (мусор/снег),Префектура Октябрьского района,Дворовая территория,32,19,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Неубранная дворовая территория (мусор/снег),Префектура Московского района,Дворовая территория,32,2,0
Предоставление коммунальных услуг ненадлежащего качества,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,21,1,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
Перебои/Отсутствие теплоснабжения,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,13,1,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Перебои/Отсутствие теплоснабжения,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,13,1,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Неубранная контейнерная площадка,Префектура Советского района,Дворовая территория,12,3,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Не работает информационное электронное табло,Управление благоустройства города,Остановки общественного транспорта,39,0,3
Некачественное содержание детской площадки,Управление энергетики и жилищно-коммунального хозяйства,Дворовая территория,34,1,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
"Условия для массового отдыха, свободный доступ к водным объектам общего пользования и их береговым полосам",Управление благоустройства города,Городская территория,31,0,2
Надписи и рисунки на заборах и дворовых сооружениях,Управление энергетики и жилищно-коммунального хозяйства,Дворовая территория,19,1,0
Надписи и рисунки на заборах и дворовых сооружениях,Госжилинспекция,Дворовая территория,19,6,0
Некачественное содержание детской площадки,Управление энергетики и жилищно-коммунального хозяйства,Дворовая территория,34,1,0
Некачественное содержание детской площадки,Управление энергетики и жилищно-коммунального хозяйства,Дворовая территория,34,1,0
Некачественный текущий ремонт,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,11,1,5
Неисправность работы канализации,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,20,1,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Октябрьского района,Дворовая территория,19,19,0
Некачественное содержание инфраструктуры в парках,Управление благоустройства города,Парки,37,0,12
Перебои/Отсутствие теплоснабжения,Администрация Рязанского муниципального района,Многоквартирные дома,13,17,5
Неубранная контейнерная площадка,Префектура Железнодорожного района,Дворовая территория,12,7,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
Повреждение или отсутствие дорожного покрытия,Управление благоустройства города,Дороги,9,0,1
Проблемы свободного проезда и прохода для транспорта и пешеходов,Префектура Советского района,Городская территория,0,3,2
Проблемы свободного проезда и прохода для транспорта и пешеходов,Префектура Советского района,Городская территория,0,3,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Некачественный текущий ремонт,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,11,1,5
Неисправный светофор,Управление благоустройства города,Дороги,5,0,1
Неубранная дворовая территория (мусор/снег),Префектура Советского района,Дворовая территория,32,3,0
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Иные вопросы и предложения транспортного обслуживания,Управление транспорта,Общественный транспорт,29,16,10
Не работает информационное электронное табло,Управление благоустройства города,Остановки общественного транспорта,39,0,3
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Оплата жилищно-коммунальных услуг,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,23,1,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Московского района,Многоквартирные дома,18,2,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,18,1,5
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Неисправность работы канализации,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,20,1,5
Неисправный светофор,Управление благоустройства города,Дороги,5,0,1
Повреждение или отсутствие дорожных знаков или дорожной разметки,Управление благоустройства города,Дороги,1,0,1
Неубранная дворовая территория (мусор/снег),Госжилинспекция,Дворовая территория,32,6,0
Некачественное содержание детской площадки,Управление энергетики и жилищно-коммунального хозяйства,Дворовая территория,34,1,0
Неубранная дворовая территория (мусор/снег),Госжилинспекция,Дворовая территория,32,6,0
Не работает информационное электронное табло,Управление благоустройства города,Остановки общественного транспорта,39,0,3
Неубранная дворовая территория (мусор/снег),Госжилинспекция,Дворовая территория,32,6,0
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Неубранная дворовая территория (мусор/снег),Префектура Московского района,Дворовая территория,32,2,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Октябрьского района,Дворовая территория,19,19,0
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Неубранная дворовая территория (мусор/снег),Госжилинспекция,Дворовая территория,32,6,0
Некачественное содержание инфраструктуры в парках,Управление благоустройства города,Парки,37,0,12
Не работает информационное электронное табло,Управление благоустройства города,Остановки общественного транспорта,39,0,3
Не работает информационное электронное табло,Управление благоустройства города,Остановки общественного транспорта,39,0,3
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Некачественное содержание остановок общественного транспорта,Управление благоустройства города,Остановки общественного транспорта,3,0,3
Неубранная контейнерная площадка,Префектура Московского района,Дворовая территория,12,2,0
Неубранная дворовая территория (мусор/снег),Префектура Октябрьского района,Дворовая территория,32,19,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
